Running preemptive_example with Pi approximator...
starting timer with. 0 s and 10000 us
starting timer with. 0 s and 10000 us
Initiating pi_task (ID: 2, Terms: 100000000)
Task 1 - Pi Val: 3.1415925372160005
Task 1 - Pi Val: 3.1415925372295418
Task 1 - Pi Val: 3.1415925372430799
Task 1 - Pi Val: 3.1415925372566149
Task 1 - Pi Val: 3.1415925372701468
Task 1 - Pi Val: 3.1415925372836755
Task 1 - Pi Val: 3.1415925372972010
Task 1 - Pi Val: 3.1415925373107234
Task 1 - Pi Val: 3.1415925373242426
Task 1 - Pi Val: 3.1415925373377587
Task 1 - Pi Val: 3.1415925373512717
Task 1 - Pi Val: 3.1415925373647815
Task 1 - Pi Val: 3.1415925373782882
Task 1 - Pi Val: 3.1415925373917917
Task 1 - Pi Val: 3.1415925374052922
Task 1 - Pi Val: 3.1415925374187894
Task 1 - Pi Val: 3.1415925374322836
Task 1 - Pi Val: 3.1415925374457746
Task 1 - Pi Val: 3.1415925374592624
Task 1 - Pi Val: 3.1415925374727472
Task 1 - Pi Val: 3.1415925374862288
Task 1 - Pi Val: 3.1415925374997072
Task 1 - Pi Val: 3.1415925375131826
Task 1 - Pi Val: 3.1415925375266548
Task 1 - Pi Val: 3.1415925375401239
Task 1 - Pi Val: 3.1415925375535899
Task 1 - Pi Val: 3.1415925375670527
Task 1 - Pi Val: 3.1415925375805124
Task 1 - Pi Val: 3.1415925375939690
Task 1 - Pi Val: 3.1415925376074225
Task 1 - Pi Val: 3.1415925376208728
Task 1 - Pi Val: 3.1415925376343201
Task 1 - Pi Val: 3.1415925376477642
Task 1 - Pi Val: 3.1415925376612052
Task 1 - Pi Val: 3.1415925376746430
Task 1 - Pi Val: 3.1415925376880778
Task 1 - Pi Val: 3.1415925377015095
Task 1 - Pi Val: 3.1415925377149380
Task 1 - Pi Val: 3.1415925377283634
Task 1 - Pi Val: 3.1415925377417857
Task 1 - Pi Val: 3.1415925377552049
Task 1 - Pi Val: 3.1415925377686210
Task 1 - Pi Val: 3.1415925377820340
Task 1 - Pi Val: 3.1415925377954439
Task 1 - Pi Val: 3.1415925378088507
Task 1 - Pi Val: 3.1415925378222544
Task 1 - Pi Val: 3.1415925378356549
Task 1 - Pi Val: 3.1415925378490524
Task 1 - Pi Val: 3.1415925378624468
Task 1 - Pi Val: 3.1415925378758380
Task 1 - Pi Val: 3.1415925378892262
Task 1 - Pi Val: 3.1415925379026113
Task 1 - Pi Val: 3.1415925379159933
Task 1 - Pi Val: 3.1415925379293721
Task 1 - Pi Val: 3.1415925379427479
Task 1 - Pi Val: 3.1415925379561206
Task 1 - Pi Val: 3.1415925379694902
Task 1 - Pi Val: 3.1415925379828567
Task 1 - Pi Val: 3.1415925379962201
Task 1 - Pi Val: 3.1415925380095805
Task 1 - Pi Val: 3.1415925380229377
Task 1 - Pi Val: 3.1415925380362919
Task 1 - Pi Val: 3.1415925380496429
Task 1 - Pi Val: 3.1415925380629909
Task 1 - Pi Val: 3.1415925380763358
Task 1 - Pi Val: 3.1415925380896776
Task 1 - Pi Val: 3.1415925381030164
Task 1 - Pi Val: 3.1415925381163520
Task 1 - Pi Val: 3.1415925381296846
Task 1 - Pi Val: 3.1415925381430141
Task 1 - Pi Val: 3.1415925381563405
Task 1 - Pi Val: 3.1415925381696639
Task 1 - Pi Val: 3.1415925381829841
Task 1 - Pi Val: 3.1415925381963013
Task 1 - Pi Val: 3.1415925382096155
Task 1 - Pi Val: 3.1415925382229265
Task 1 - Pi Val: 3.1415925382362345
Task 1 - Pi Val: 3.1415925382495394
Task 1 - Pi Val: 3.1415925382628412
Task 1 - Pi Val: 3.1415925382761400
Task 1 - Pi Val: 3.1415925382894357
Task 1 - Pi Val: 3.1415925383027283
Task 1 - Pi Val: 3.1415925383160179
Task 1 - Pi Val: 3.1415925383293044
Task 1 - Pi Val: 3.1415925383425879
Task 1 - Pi Val: 3.1415925383558683
Task 1 - Pi Val: 3.1415925383691456
Task 1 - Pi Val: 3.1415925383824199
Task 1 - Pi Val: 3.1415925383956911
Task 1 - Pi Val: 3.1415925384089592
Task 1 - Pi Val: 3.1415925384222243
Task 1 - Pi Val: 3.1415925384354864
Task 1 - Pi Val: 3.1415925384487454
Task 1 - Pi Val: 3.1415925384620013
Task 1 - Pi Val: 3.1415925384752542
Task 1 - Pi Val: 3.1415925384885040
Task 1 - Pi Val: 3.1415925385017508
Task 1 - Pi Val: 3.1415925385149945
Task 1 - Pi Val: 3.1415925385282352
Task 1 - Pi Val: 3.1415925385414728
Task 1 - Pi Val: 3.1415925385547074
Task 1 - Pi Val: 3.1415925385679390
Task 1 - Pi Val: 3.1415925385811675
Task 1 - Pi Val: 3.1415925385943930
Task 1 - Pi Val: 3.1415925386076154
Task 1 - Pi Val: 3.1415925386208348
Task 1 - Pi Val: 3.1415925386340511
Task 1 - Pi Val: 3.1415925386472644
Task 1 - Pi Val: 3.1415925386604747
Task 1 - Pi Val: 3.1415925386736819
Task 1 - Pi Val: 3.1415925386868861
Task 1 - Pi Val: 3.1415925387000873
Task 1 - Pi Val: 3.1415925387132854
Task 1 - Pi Val: 3.1415925387264805
Task 1 - Pi Val: 3.1415925387396725
Task 1 - Pi Val: 3.1415925387528616
Task 1 - Pi Val: 3.1415925387660476
Task 1 - Pi Val: 3.1415925387792306
Task 1 - Pi Val: 3.1415925387924105
Task 1 - Pi Val: 3.1415925388055874
Task 1 - Pi Val: 3.1415925388187613
Task 1 - Pi Val: 3.1415925388319322
Task 1 - Pi Val: 3.1415925388451001
Task 1 - Pi Val: 3.1415925388582649
Task 1 - Pi Val: 3.1415925388714267
Task 1 - Pi Val: 3.1415925388845855
Task 1 - Pi Val: 3.1415925388977413
Task 1 - Pi Val: 3.1415925389108941
Task 1 - Pi Val: 3.1415925389240438
Task 1 - Pi Val: 3.1415925389371905
Task 1 - Pi Val: 3.1415925389503342
Task 1 - Pi Val: 3.1415925389634749
Task 1 - Pi Val: 3.1415925389766126
starting timer with. 0 s and 10000 us
Task 2 - Pi Val: 3.1415925382761400
Task 2 - Pi Val: 3.1415925382894357
Task 2 - Pi Val: 3.1415925383027283
Task 2 - Pi Val: 3.1415925383160179
Task 2 - Pi Val: 3.1415925383293044
Task 2 - Pi Val: 3.1415925383425879
Task 2 - Pi Val: 3.1415925383558683
Task 2 - Pi Val: 3.1415925383691456
Task 2 - Pi Val: 3.1415925383824199
Task 2 - Pi Val: 3.1415925383956911
Task 2 - Pi Val: 3.1415925384089592
Task 2 - Pi Val: 3.1415925384222243
Task 2 - Pi Val: 3.1415925384354864
Task 2 - Pi Val: 3.1415925384487454
Task 2 - Pi Val: 3.1415925384620013
Task 2 - Pi Val: 3.1415925384752542
Task 2 - Pi Val: 3.1415925384885040
Task 2 - Pi Val: 3.1415925385017508
Task 2 - Pi Val: 3.1415925385149945
Task 2 - Pi Val: 3.1415925385282352
Task 2 - Pi Val: 3.1415925385414728
Task 2 - Pi Val: 3.1415925385547074
Task 2 - Pi Val: 3.1415925385679390
Task 2 - Pi Val: 3.1415925385811675
Task 2 - Pi Val: 3.1415925385943930
Task 2 - Pi Val: 3.1415925386076154
Task 2 - Pi Val: 3.1415925386208348
Task 2 - Pi Val: 3.1415925386340511
Task 2 - Pi Val: 3.1415925386472644
Task 2 - Pi Val: 3.1415925386604747
Task 2 - Pi Val: 3.1415925386736819
Task 2 - Pi Val: 3.1415925386868861
Task 2 - Pi Val: 3.1415925387000873
Task 2 - Pi Val: 3.1415925387132854
Task 2 - Pi Val: 3.1415925387264805
Task 2 - Pi Val: 3.1415925387396725
Task 2 - Pi Val: 3.1415925387528616
Task 2 - Pi Val: 3.1415925387660476
Task 2 - Pi Val: 3.1415925387792306
Task 2 - Pi Val: 3.1415925387924105
Task 2 - Pi Val: 3.1415925388055874
Task 2 - Pi Val: 3.1415925388187613
Task 2 - Pi Val: 3.1415925388319322
Task 2 - Pi Val: 3.1415925388451001
Task 2 - Pi Val: 3.1415925388582649
Task 2 - Pi Val: 3.1415925388714267
Task 2 - Pi Val: 3.1415925388845855
Task 2 - Pi Val: 3.1415925388977413
Task 2 - Pi Val: 3.1415925389108941
Task 2 - Pi Val: 3.1415925389240438
Task 2 - Pi Val: 3.1415925389371905
Task 2 - Pi Val: 3.1415925389503342
Task 2 - Pi Val: 3.1415925389634749
Task 2 - Pi Val: 3.1415925389766126
Task 2 - Pi Val: 3.1415925389897473
Task 2 - Pi Val: 3.1415925390028790
Task 2 - Pi Val: 3.1415925390160076
Task 2 - Pi Val: 3.1415925390291333
Task 2 - Pi Val: 3.1415925390422559
Task 2 - Pi Val: 3.1415925390553756
Task 2 - Pi Val: 3.1415925390684922
Task 2 - Pi Val: 3.1415925390816058
Task 2 - Pi Val: 3.1415925390947164
Task 2 - Pi Val: 3.1415925391078241
Task 2 - Pi Val: 3.1415925391209287
Task 2 - Pi Val: 3.1415925391340303
Task 2 - Pi Val: 3.1415925391471289
Task 2 - Pi Val: 3.1415925391602245
Task 2 - Pi Val: 3.1415925391733172
Task 2 - Pi Val: 3.1415925391864068
Task 2 - Pi Val: 3.1415925391994934
Task 2 - Pi Val: 3.1415925392125771
Task 2 - Pi Val: 3.1415925392256577
Task 2 - Pi Val: 3.1415925392387354
Task 2 - Pi Val: 3.1415925392518101
Task 2 - Pi Val: 3.1415925392648817
Task 2 - Pi Val: 3.1415925392779504
Task 2 - Pi Val: 3.1415925392910161
Task 2 - Pi Val: 3.1415925393040789
Task 2 - Pi Val: 3.1415925393171386
Task 2 - Pi Val: 3.1415925393301953
Task 2 - Pi Val: 3.1415925393432491
Task 2 - Pi Val: 3.1415925393562999
Task 2 - Pi Val: 3.1415925393693477
Task 2 - Pi Val: 3.1415925393823925
Task 2 - Pi Val: 3.1415925393954343
Task 2 - Pi Val: 3.1415925394084732
Task 2 - Pi Val: 3.1415925394215091
Task 2 - Pi Val: 3.1415925394345420
Task 2 - Pi Val: 3.1415925394475719
Task 2 - Pi Val: 3.1415925394605989
Task 2 - Pi Val: 3.1415925394736229
Task 2 - Pi Val: 3.1415925394866439
Task 2 - Pi Val: 3.1415925394996619
Task 2 - Pi Val: 3.1415925395126770
Task 2 - Pi Val: 3.1415925395256891
Task 2 - Pi Val: 3.1415925395386983
Task 2 - Pi Val: 3.1415925395517044
Task 2 - Pi Val: 3.1415925395647076
Task 2 - Pi Val: 3.1415925395777079
Task 2 - Pi Val: 3.1415925395907051
Task 2 - Pi Val: 3.1415925396036995
Task 2 - Pi Val: 3.1415925396166908
Task 2 - Pi Val: 3.1415925396296792
Task 2 - Pi Val: 3.1415925396426646
Task 2 - Pi Val: 3.1415925396556471
Task 2 - Pi Val: 3.1415925396686266
Task 2 - Pi Val: 3.1415925396816032
Task 2 - Pi Val: 3.1415925396945768
Task 2 - Pi Val: 3.1415925397075474
Task 2 - Pi Val: 3.1415925397205151
Task 2 - Pi Val: 3.1415925397334798
Task 2 - Pi Val: 3.1415925397464416
Task 2 - Pi Val: 3.1415925397594004
Task 2 - Pi Val: 3.1415925397723563
Task 2 - Pi Val: 3.1415925397853093
Task 2 - Pi Val: 3.1415925397982592
Task 2 - Pi Val: 3.1415925398112063
Task 2 - Pi Val: 3.1415925398241504
Task 2 - Pi Val: 3.1415925398370915
Task 2 - Pi Val: 3.1415925398500297
Task 2 - Pi Val: 3.1415925398629650
Task 2 - Pi Val: 3.1415925398758973
Task 2 - Pi Val: 3.1415925398888267
Task 2 - Pi Val: 3.1415925399017531
Task 2 - Pi Val: 3.1415925399146766
Task 2 - Pi Val: 3.1415925399275972
Task 2 - Pi Val: 3.1415925399405148
Task 2 - Pi Val: 3.1415925399534295
Task 2 - Pi Val: 3.1415925399663413
Task 2 - Pi Val: 3.1415925399792501
Task 2 - Pi Val: 3.1415925399921560
Task 2 - Pi Val: 3.1415925400050589
Task 2 - Pi Val: 3.1415925400179590
Task 2 - Pi Val: 3.1415925400308561
Task 2 - Pi Val: 3.1415925400437502
Task 2 - Pi Val: 3.1415925400566415
Task 2 - Pi Val: 3.1415925400695298
Task 2 - Pi Val: 3.1415925400824152
Task 2 - Pi Val: 3.1415925400952976
Task 2 - Pi Val: 3.1415925401081772
Task 2 - Pi Val: 3.1415925401210538
Task 2 - Pi Val: 3.1415925401339275
Task 2 - Pi Val: 3.1415925401467983
Task 2 - Pi Val: 3.1415925401596661
Task 2 - Pi Val: 3.1415925401725310
Task 2 - Pi Val: 3.1415925401853931
Task 2 - Pi Val: 3.1415925401982522
Task 2 - Pi Val: 3.1415925402111083
Task 2 - Pi Val: 3.1415925402239616
Task 2 - Pi Val: 3.1415925402368120
Task 2 - Pi Val: 3.1415925402496594
Task 2 - Pi Val: 3.1415925402625039
Task 2 - Pi Val: 3.1415925402753456
Task 2 - Pi Val: 3.1415925402881843
Task 2 - Pi Val: 3.1415925403010201
Task 2 - Pi Val: 3.1415925403138530
Task 2 - Pi Val: 3.1415925403266829
Task 2 - Pi Val: 3.1415925403395100
Task 2 - Pi Val: 3.1415925403523342
Task 2 - Pi Val: 3.1415925403651555
Task 2 - Pi Val: 3.1415925403779738
Task 2 - Pi Val: 3.1415925403907893
Task 2 - Pi Val: 3.1415925404036019
Task 2 - Pi Val: 3.1415925404164115
Task 2 - Pi Val: 3.1415925404292183
Task 2 - Pi Val: 3.1415925404420222
Task 2 - Pi Val: 3.1415925404548231
Task 2 - Pi Val: 3.1415925404676212
Task 2 - Pi Val: 3.1415925404804164
Task 2 - Pi Val: 3.1415925404932087
Task 2 - Pi Val: 3.1415925405059981
Task 2 - Pi Val: 3.1415925405187846
Task 2 - Pi Val: 3.1415925405315682
Task 2 - Pi Val: 3.1415925405443489
Task 2 - Pi Val: 3.1415925405571267
Task 2 - Pi Val: 3.1415925405699017
Task 2 - Pi Val: 3.1415925405826737
Task 2 - Pi Val: 3.1415925405954429
Task 2 - Pi Val: 3.1415925406082092
Task 2 - Pi Val: 3.1415925406209726
Task 2 - Pi Val: 3.1415925406337331
Task 2 - Pi Val: 3.1415925406464907
Task 2 - Pi Val: 3.1415925406592454
Task 2 - Pi Val: 3.1415925406719973
Task 2 - Pi Val: 3.1415925406847463
Task 2 - Pi Val: 3.1415925406974924
Task 2 - Pi Val: 3.1415925407102356
Task 2 - Pi Val: 3.1415925407229760
Task 2 - Pi Val: 3.1415925407357135
Task 2 - Pi Val: 3.1415925407484481
Task 2 - Pi Val: 3.1415925407611798
Task 2 - Pi Val: 3.1415925407739087
Task 2 - Pi Val: 3.1415925407866347
Task 2 - Pi Val: 3.1415925407993578
Task 2 - Pi Val: 3.1415925408120780
Task 2 - Pi Val: 3.1415925408247954
Task 2 - Pi Val: 3.1415925408375099
Task 2 - Pi Val: 3.1415925408502215
Task 2 - Pi Val: 3.1415925408629303
Task 2 - Pi Val: 3.1415925408756362
Task 2 - Pi Val: 3.1415925408883393
Task 2 - Pi Val: 3.1415925409010395
Task 2 - Pi Val: 3.1415925409137368
Task 2 - Pi Val: 3.1415925409264313
Task 2 - Pi Val: 3.1415925409391229
Task 2 - Pi Val: 3.1415925409518116
Task 2 - Pi Val: 3.1415925409644975
Task 2 - Pi Val: 3.1415925409771805
Task 2 - Pi Val: 3.1415925409898607
Task 2 - Pi Val: 3.1415925410025380
Task 2 - Pi Val: 3.1415925410152125
Task 2 - Pi Val: 3.1415925410278841
Task 2 - Pi Val: 3.1415925410405528
Task 2 - Pi Val: 3.1415925410532188
Task 2 - Pi Val: 3.1415925410658818
Task 2 - Pi Val: 3.1415925410785420
Task 2 - Pi Val: 3.1415925410911994
Task 2 - Pi Val: 3.1415925411038539
Task 2 - Pi Val: 3.1415925411165056
Task 2 - Pi Val: 3.1415925411291544
Task 2 - Pi Val: 3.1415925411418003
Task 2 - Pi Val: 3.1415925411544435
Task 2 - Pi Val: 3.1415925411670838
Task 2 - Pi Val: 3.1415925411797212
Task 2 - Pi Val: 3.1415925411923558
Task 2 - Pi Val: 3.1415925412049876
Task 2 - Pi Val: 3.1415925412176165
Task 2 - Pi Val: 3.1415925412302426
Task 2 - Pi Val: 3.1415925412428658
Task 2 - Pi Val: 3.1415925412554862
Task 2 - Pi Val: 3.1415925412681038
Task 2 - Pi Val: 3.1415925412807186
Task 2 - Pi Val: 3.1415925412933305
Task 2 - Pi Val: 3.1415925413059396
Task 2 - Pi Val: 3.1415925413185458
Task 2 - Pi Val: 3.1415925413311492
Task 2 - Pi Val: 3.1415925413437498
Task 2 - Pi Val: 3.1415925413563476
Task 2 - Pi Val: 3.1415925413689425
Task 2 - Pi Val: 3.1415925413815346
Task 2 - Pi Val: 3.1415925413941239
Task 2 - Pi Val: 3.1415925414067104
Task 2 - Pi Val: 3.1415925414192940
Task 2 - Pi Val: 3.1415925414318748
Task 2 - Pi Val: 3.1415925414444528
Task 2 - Pi Val: 3.1415925414570280
Task 2 - Pi Val: 3.1415925414696003
Task 2 - Pi Val: 3.1415925414821698
Task 2 - Pi Val: 3.1415925414947365
Task 2 - Pi Val: 3.1415925415073004
Task 2 - Pi Val: 3.1415925415198615
Task 2 - Pi Val: 3.1415925415324198
Task 2 - Pi Val: 3.1415925415449752
Task 2 - Pi Val: 3.1415925415575279
Task 2 - Pi Val: 3.1415925415700777
Task 2 - Pi Val: 3.1415925415826247
Task 2 - Pi Val: 3.1415925415951689
Task 2 - Pi Val: 3.1415925416077103
Task 2 - Pi Val: 3.1415925416202489
Task 2 - Pi Val: 3.1415925416327846
Task 2 - Pi Val: 3.1415925416453176
Task 2 - Pi Val: 3.1415925416578478
Task 2 - Pi Val: 3.1415925416703751
Task 2 - Pi Val: 3.1415925416828997
Task 2 - Pi Val: 3.1415925416954214
Task 2 - Pi Val: 3.1415925417079404
Task 2 - Pi Val: 3.1415925417204565
Task 2 - Pi Val: 3.1415925417329699
Task 2 - Pi Val: 3.1415925417454804
Task 2 - Pi Val: 3.1415925417579882
Task 2 - Pi Val: 3.1415925417704931
Task 2 - Pi Val: 3.1415925417829953
Task 2 - Pi Val: 3.1415925417954947
Task 2 - Pi Val: 3.1415925418079912
Task 2 - Pi Val: 3.1415925418204850
Task 2 - Pi Val: 3.1415925418329760
Task 2 - Pi Val: 3.1415925418454642
Task 2 - Pi Val: 3.1415925418579496
Task 2 - Pi Val: 3.1415925418704322
Task 2 - Pi Val: 3.1415925418829120
Task 2 - Pi Val: 3.1415925418953890
Task 2 - Pi Val: 3.1415925419078633
Task 2 - Pi Val: 3.1415925419203348
Task 2 - Pi Val: 3.1415925419328034
Task 2 - Pi Val: 3.1415925419452693
Task 2 - Pi Val: 3.1415925419577324
Task 2 - Pi Val: 3.1415925419701928
Task 2 - Pi Val: 3.1415925419826503
Task 2 - Pi Val: 3.1415925419951051
Task 2 - Pi Val: 3.1415925420075570
Task 2 - Pi Val: 3.1415925420200062
Task 2 - Pi Val: 3.1415925420324527
Task 2 - Pi Val: 3.1415925420448963
Task 2 - Pi Val: 3.1415925420573372
Task 2 - Pi Val: 3.1415925420697753
Task 2 - Pi Val: 3.1415925420822106
Task 2 - Pi Val: 3.1415925420946432
Task 2 - Pi Val: 3.1415925421070730
Task 2 - Pi Val: 3.1415925421195000
Task 2 - Pi Val: 3.1415925421319242
Task 2 - Pi Val: 3.1415925421443457
Task 2 - Pi Val: 3.1415925421567644
Task 2 - Pi Val: 3.1415925421691803
Task 2 - Pi Val: 3.1415925421815935
Task 2 - Pi Val: 3.1415925421940039
Task 2 - Pi Val: 3.1415925422064115
Task 2 - Pi Val: 3.1415925422188164
Task 2 - Pi Val: 3.1415925422312185
Task 2 - Pi Val: 3.1415925422436179
Task 2 - Pi Val: 3.1415925422560145
Task 2 - Pi Val: 3.1415925422684083
Task 2 - Pi Val: 3.1415925422807994
Task 2 - Pi Val: 3.1415925422931877
Task 2 - Pi Val: 3.1415925423055732
Task 2 - Pi Val: 3.1415925423179560
Task 2 - Pi Val: 3.1415925423303361
Task 2 - Pi Val: 3.1415925423427134
Task 2 - Pi Val: 3.1415925423550879
Task 2 - Pi Val: 3.1415925423674597
Task 2 - Pi Val: 3.1415925423798287
Task 2 - Pi Val: 3.1415925423921950
Task 2 - Pi Val: 3.1415925424045586
Task 2 - Pi Val: 3.1415925424169193
Task 2 - Pi Val: 3.1415925424292774
Task 2 - Pi Val: 3.1415925424416327
Task 2 - Pi Val: 3.1415925424539852
Task 2 - Pi Val: 3.1415925424663350
Task 2 - Pi Val: 3.1415925424786820
Task 2 - Pi Val: 3.1415925424910263
Task 2 - Pi Val: 3.1415925425033679
Task 2 - Pi Val: 3.1415925425157067
Task 2 - Pi Val: 3.1415925425280428
Task 2 - Pi Val: 3.1415925425403762
Task 2 - Pi Val: 3.1415925425527068
Task 2 - Pi Val: 3.1415925425650346
Task 2 - Pi Val: 3.1415925425773598
Task 2 - Pi Val: 3.1415925425896821
Task 2 - Pi Val: 3.1415925426020018
Task 2 - Pi Val: 3.1415925426143187
Task 2 - Pi Val: 3.1415925426266329
Task 2 - Pi Val: 3.1415925426389444
Task 2 - Pi Val: 3.1415925426512531
Task 2 - Pi Val: 3.1415925426635591
Task 2 - Pi Val: 3.1415925426758624
Task 2 - Pi Val: 3.1415925426881629
Task 2 - Pi Val: 3.1415925427004607
Task 2 - Pi Val: 3.1415925427127558
Task 2 - Pi Val: 3.1415925427250481
Task 2 - Pi Val: 3.1415925427373378
Task 2 - Pi Val: 3.1415925427496247
Task 2 - Pi Val: 3.1415925427619089
Task 2 - Pi Val: 3.1415925427741903
Task 2 - Pi Val: 3.1415925427864691
Task 2 - Pi Val: 3.1415925427987451
Task 2 - Pi Val: 3.1415925428110184
Task 2 - Pi Val: 3.1415925428232889
Task 2 - Pi Val: 3.1415925428355568
Task 2 - Pi Val: 3.1415925428478219
Task 2 - Pi Val: 3.1415925428600844
Task 2 - Pi Val: 3.1415925428723441
Task 2 - Pi Val: 3.1415925428846011
Task 2 - Pi Val: 3.1415925428968554
Task 2 - Pi Val: 3.1415925429091069
Task 2 - Pi Val: 3.1415925429213558
Task 2 - Pi Val: 3.1415925429336019
Task 2 - Pi Val: 3.1415925429458454
Task 2 - Pi Val: 3.1415925429580861
Task 2 - Pi Val: 3.1415925429703241
Task 2 - Pi Val: 3.1415925429825594
Task 2 - Pi Val: 3.1415925429947920
Task 2 - Pi Val: 3.1415925430070219
Task 2 - Pi Val: 3.1415925430192491
Task 2 - Pi Val: 3.1415925430314736
Task 2 - Pi Val: 3.1415925430436954
Task 2 - Pi Val: 3.1415925430559145
Task 2 - Pi Val: 3.1415925430681309
Task 2 - Pi Val: 3.1415925430803446
Task 2 - Pi Val: 3.1415925430925556
Task 2 - Pi Val: 3.1415925431047639
Task 2 - Pi Val: 3.1415925431169695
Task 2 - Pi Val: 3.1415925431291724
Task 2 - Pi Val: 3.1415925431413726
Task 2 - Pi Val: 3.1415925431535701
Task 2 - Pi Val: 3.1415925431657649
Task 2 - Pi Val: 3.1415925431779570
Task 2 - Pi Val: 3.1415925431901464
Task 2 - Pi Val: 3.1415925432023332
Task 2 - Pi Val: 3.1415925432145172
Task 2 - Pi Val: 3.1415925432266986
Task 2 - Pi Val: 3.1415925432388772
Task 2 - Pi Val: 3.1415925432510532
Task 2 - Pi Val: 3.1415925432632265
Task 2 - Pi Val: 3.1415925432753971
Task 2 - Pi Val: 3.1415925432875650
Task 2 - Pi Val: 3.1415925432997303
Task 2 - Pi Val: 3.1415925433118928
Task 2 - Pi Val: 3.1415925433240527
Task 2 - Pi Val: 3.1415925433362099
Task 2 - Pi Val: 3.1415925433483644
Task 2 - Pi Val: 3.1415925433605163
Task 2 - Pi Val: 3.1415925433726654
Task 2 - Pi Val: 3.1415925433848119
Task 2 - Pi Val: 3.1415925433969557
Task 2 - Pi Val: 3.1415925434090968
Task 2 - Pi Val: 3.1415925434212353
Task 2 - Pi Val: 3.1415925434333710
Task 2 - Pi Val: 3.1415925434455041
Task 2 - Pi Val: 3.1415925434576346
Task 2 - Pi Val: 3.1415925434697623
Task 2 - Pi Val: 3.1415925434818874
Task 2 - Pi Val: 3.1415925434940098
Task 2 - Pi Val: 3.1415925435061296
Task 2 - Pi Val: 3.1415925435182466
Task 2 - Pi Val: 3.1415925435303610
Task 2 - Pi Val: 3.1415925435424728
Task 2 - Pi Val: 3.1415925435545819
Task 2 - Pi Val: 3.1415925435666883
Task 2 - Pi Val: 3.1415925435787920
Task 2 - Pi Val: 3.1415925435908931
Task 2 - Pi Val: 3.1415925436029916
Task 2 - Pi Val: 3.1415925436150873
Task 2 - Pi Val: 3.1415925436271804
Task 2 - Pi Val: 3.1415925436392709
Task 2 - Pi Val: 3.1415925436513586
Task 2 - Pi Val: 3.1415925436634438
Task 2 - Pi Val: 3.1415925436755263
Task 2 - Pi Val: 3.1415925436876061
Task 2 - Pi Val: 3.1415925436996832
Task 2 - Pi Val: 3.1415925437117577
Task 2 - Pi Val: 3.1415925437238296
Task 2 - Pi Val: 3.1415925437358988
Task 2 - Pi Val: 3.1415925437479654
Task 2 - Pi Val: 3.1415925437600293
Task 2 - Pi Val: 3.1415925437720905
Task 2 - Pi Val: 3.1415925437841491
Task 2 - Pi Val: 3.1415925437962051
Task 2 - Pi Val: 3.1415925438082584
Task 2 - Pi Val: 3.1415925438203090
Task 2 - Pi Val: 3.1415925438323571
Task 2 - Pi Val: 3.1415925438444024
Task 2 - Pi Val: 3.1415925438564452
Task 2 - Pi Val: 3.1415925438684853
Task 2 - Pi Val: 3.1415925438805227
Task 2 - Pi Val: 3.1415925438925575
Task 2 - Pi Val: 3.1415925439045897
Task 2 - Pi Val: 3.1415925439166192
Task 2 - Pi Val: 3.1415925439286461
Task 2 - Pi Val: 3.1415925439406703
Task 2 - Pi Val: 3.1415925439526919
Task 2 - Pi Val: 3.1415925439647109
Task 2 - Pi Val: 3.1415925439767273
Task 2 - Pi Val: 3.1415925439887410
Task 2 - Pi Val: 3.1415925440007520
Task 2 - Pi Val: 3.1415925440127605
Task 2 - Pi Val: 3.1415925440247663
Task 2 - Pi Val: 3.1415925440367695
Task 2 - Pi Val: 3.1415925440487700
Task 2 - Pi Val: 3.1415925440607679
Task 2 - Pi Val: 3.1415925440727632
Task 2 - Pi Val: 3.1415925440847559
Task 2 - Pi Val: 3.1415925440967459
Task 2 - Pi Val: 3.1415925441087334
Task 2 - Pi Val: 3.1415925441207181
Task 2 - Pi Val: 3.1415925441327003
Task 2 - Pi Val: 3.1415925441446799
Task 2 - Pi Val: 3.1415925441566568
Task 2 - Pi Val: 3.1415925441686311
Task 2 - Pi Val: 3.1415925441806028
Task 2 - Pi Val: 3.1415925441925718
Task 2 - Pi Val: 3.1415925442045383
Task 2 - Pi Val: 3.1415925442165021
Task 2 - Pi Val: 3.1415925442284633
Task 2 - Pi Val: 3.1415925442404219
Task 2 - Pi Val: 3.1415925442523779
Task 2 - Pi Val: 3.1415925442643312
Task 2 - Pi Val: 3.1415925442762820
Task 2 - Pi Val: 3.1415925442882301
Task 2 - Pi Val: 3.1415925443001756
Task 2 - Pi Val: 3.1415925443121186
Task 2 - Pi Val: 3.1415925443240589
Task 2 - Pi Val: 3.1415925443359966
Task 2 - Pi Val: 3.1415925443479316
Task 2 - Pi Val: 3.1415925443598641
Task 2 - Pi Val: 3.1415925443717940
Task 2 - Pi Val: 3.1415925443837213
Task 2 - Pi Val: 3.1415925443956459
Task 2 - Pi Val: 3.1415925444075680
Task 2 - Pi Val: 3.1415925444194874
Task 2 - Pi Val: 3.1415925444314043
Task 2 - Pi Val: 3.1415925444433186
Task 2 - Pi Val: 3.1415925444552302
Task 2 - Pi Val: 3.1415925444671393
Task 2 - Pi Val: 3.1415925444790457
Task 2 - Pi Val: 3.1415925444909496
Task 2 - Pi Val: 3.1415925445028508
Task 2 - Pi Val: 3.1415925445147495
Task 2 - Pi Val: 3.1415925445266456
Task 2 - Pi Val: 3.1415925445385390
